locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_011405655.1_01118	CDS	2001	rnr	3.1.13.1	COG0557	Ribonuclease R
GCF_011405655.1_01119	CDS	951				hypothetical protein
GCF_011405655.1_01120	CDS	441	fadR			Fatty acid metabolism regulator protein
GCF_011405655.1_01121	CDS	933				hypothetical protein
GCF_011405655.1_01122	CDS	2742	napA_3	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_01123	CDS	609	soeB_3		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_01124	CDS	294				hypothetical protein
GCF_011405655.1_01125	CDS	1380				hypothetical protein
GCF_011405655.1_01126	CDS	1491	ftsY			Signal recognition particle receptor FtsY
GCF_011405655.1_01127	CDS	1416	ffh		COG0541	Signal recognition particle protein
GCF_011405655.1_01128	CDS	1671				hypothetical protein
GCF_011405655.1_01129	CDS	999	dppB		COG0601	Dipeptide transport system permease protein DppB
GCF_011405655.1_01130	CDS	876	oppC		COG1173	Oligopeptide transport system permease protein OppC
GCF_011405655.1_01131	CDS	993	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_01132	CDS	624	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
GCF_011405655.1_01133	CDS	246	rpsP		COG0228	30S ribosomal protein S16
GCF_011405655.1_01134	CDS	255				hypothetical protein
GCF_011405655.1_01135	CDS	525	rimM			Ribosome maturation factor RimM
GCF_011405655.1_01136	CDS	996	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
GCF_011405655.1_01137	CDS	615	lepB	3.4.21.89	COG0681	Signal peptidase I
GCF_011405655.1_01138	CDS	1140				hypothetical protein
GCF_011405655.1_01139	CDS	2088	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GCF_011405655.1_01140	CDS	912	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
GCF_011405655.1_01141	CDS	1020				hypothetical protein
GCF_011405655.1_01142	CDS	2718	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
GCF_011405655.1_01143	CDS	1128	drdI	5.3.1.-		5-deoxyribose 1-phosphate isomerase
GCF_011405655.1_01144	CDS	762	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GCF_011405655.1_01145	CDS	783				hypothetical protein
GCF_011405655.1_01146	CDS	12201				hypothetical protein
GCF_011405655.1_01147	CDS	789				hypothetical protein
GCF_011405655.1_01148	CDS	330				hypothetical protein
GCF_011405655.1_01149	CDS	1812			COG1132	putative ABC transporter ATP-binding protein
GCF_011405655.1_01150	CDS	1908			COG1132	putative ABC transporter ATP-binding protein
GCF_011405655.1_01151	CDS	858				hypothetical protein
GCF_011405655.1_01152	CDS	1431				hypothetical protein
GCF_011405655.1_01153	CDS	894	nth_1	4.2.99.18		Endonuclease III
GCF_011405655.1_01154	CDS	642	mntP		COG1971	putative manganese efflux pump MntP
GCF_011405655.1_01155	CDS	933				hypothetical protein
GCF_011405655.1_01156	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
GCF_011405655.1_01157	CDS	1278				hypothetical protein
GCF_011405655.1_01158	CDS	1674	hydB	1.12.2.1	COG0374	Periplasmic [NiFe] hydrogenase large subunit
GCF_011405655.1_01159	CDS	687				hypothetical protein
GCF_011405655.1_01160	CDS	2652				hypothetical protein
GCF_011405655.1_01161	CDS	2193				hypothetical protein
GCF_011405655.1_01162	CDS	438				hypothetical protein
GCF_011405655.1_01163	CDS	501				hypothetical protein
GCF_011405655.1_01164	CDS	999				hypothetical protein
GCF_011405655.1_01165	CDS	405				hypothetical protein
GCF_011405655.1_01166	CDS	663	nth_2	4.2.99.18	COG0177	Endonuclease III
GCF_011405655.1_01167	CDS	3876	mfd	3.6.4.-		Transcription-repair-coupling factor
GCF_011405655.1_01168	CDS	1110	yicL		COG0697	putative inner membrane transporter YicL
GCF_011405655.1_01169	CDS	957				hypothetical protein
GCF_011405655.1_01170	CDS	447				hypothetical protein
GCF_011405655.1_01171	CDS	2289				hypothetical protein
GCF_011405655.1_01172	CDS	1623	gltX1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
GCF_011405655.1_01173	CDS	1284				hypothetical protein
GCF_011405655.1_01174	CDS	417				hypothetical protein
GCF_011405655.1_01175	CDS	1269	metK_2	2.5.1.6	COG0192	S-adenosylmethionine synthase
GCF_011405655.1_01176	CDS	1602				hypothetical protein
GCF_011405655.1_01177	CDS	1392				hypothetical protein
GCF_011405655.1_01178	CDS	888				hypothetical protein
GCF_011405655.1_01179	CDS	486	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GCF_011405655.1_01180	CDS	2367	priA	3.6.4.-	COG1198	Primosomal protein N'
GCF_011405655.1_01181	CDS	1188				hypothetical protein
GCF_011405655.1_01182	CDS	1857				hypothetical protein
GCF_011405655.1_01183	CDS	981				hypothetical protein
GCF_011405655.1_01184	CDS	1224				hypothetical protein
GCF_011405655.1_01185	CDS	261				hypothetical protein
GCF_011405655.1_01186	CDS	648				hypothetical protein
GCF_011405655.1_01187	CDS	993				hypothetical protein
GCF_011405655.1_01188	CDS	735				hypothetical protein
GCF_011405655.1_01189	CDS	474				hypothetical protein
GCF_011405655.1_01190	CDS	456				hypothetical protein
GCF_011405655.1_01191	CDS	2628	dmsA_6	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_01192	CDS	618	dmsB_8		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_01193	CDS	1809	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_01194	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
GCF_011405655.1_01195	CDS	1251	rpoD			RNA polymerase sigma factor RpoD
GCF_011405655.1_01196	CDS	2172	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
GCF_011405655.1_01197	tRNA	75				tRNA-Asn(gtt)
GCF_011405655.1_01198	tRNA	86				tRNA-Leu(tag)
GCF_011405655.1_01199	CDS	1272	sstT		COG3633	Serine/threonine transporter SstT
GCF_011405655.1_01200	CDS	1656				hypothetical protein
GCF_011405655.1_01201	CDS	1881				hypothetical protein
GCF_011405655.1_01202	CDS	1629	nfdA_1	3.5.1.91		N-substituted formamide deformylase
GCF_011405655.1_01203	CDS	1686				hypothetical protein
GCF_011405655.1_01204	CDS	561				hypothetical protein
GCF_011405655.1_01205	CDS	537				hypothetical protein
GCF_011405655.1_01206	CDS	1401	tig_2	5.2.1.8		Trigger factor
GCF_011405655.1_01207	CDS	714	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
GCF_011405655.1_01208	CDS	1398	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
GCF_011405655.1_01209	CDS	2676	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GCF_011405655.1_01210	CDS	504				hypothetical protein
GCF_011405655.1_01211	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
GCF_011405655.1_01212	CDS	327				hypothetical protein
GCF_011405655.1_01213	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
GCF_011405655.1_01214	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
GCF_011405655.1_01215	CDS	309				Thioredoxin C-1
GCF_011405655.1_01216	CDS	1389	kefB			Glutathione-regulated potassium-efflux system protein KefB
GCF_011405655.1_01217	CDS	1074	prfA		COG0216	Peptide chain release factor 1
GCF_011405655.1_01218	CDS	1059	prmC	2.1.1.297		Release factor glutamine methyltransferase
GCF_011405655.1_01219	CDS	831	punA	2.4.2.1		Purine nucleoside phosphorylase 1
GCF_011405655.1_01220	CDS	561	yrdA		COG0663	Protein YrdA
GCF_011405655.1_01221	CDS	1125				hypothetical protein
GCF_011405655.1_01222	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
GCF_011405655.1_01223	CDS	2115	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
GCF_011405655.1_01224	CDS	483	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
GCF_011405655.1_01225	CDS	996	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GCF_011405655.1_01226	CDS	273	tatA_2			Sec-independent protein translocase protein TatA
GCF_011405655.1_01227	CDS	1455				hypothetical protein
GCF_011405655.1_01228	CDS	480	rnhA	3.1.26.4	COG0328	Ribonuclease HI
GCF_011405655.1_01229	CDS	735				hypothetical protein
GCF_011405655.1_01230	CDS	258				hypothetical protein
GCF_011405655.1_01231	CDS	1224				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
GCF_011405655.1_01232	CDS	1920	dnaG	2.7.7.-		DNA primase
GCF_011405655.1_01233	CDS	543	def_2	3.5.1.88		Peptide deformylase
GCF_011405655.1_01234	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
GCF_011405655.1_01235	CDS	2016	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
GCF_011405655.1_01236	CDS	585				hypothetical protein
GCF_011405655.1_01237	CDS	1791	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GCF_011405655.1_01238	CDS	738				hypothetical protein
GCF_011405655.1_01239	CDS	207				hypothetical protein
GCF_011405655.1_01240	CDS	1071	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
GCF_011405655.1_01241	CDS	855				hypothetical protein
GCF_011405655.1_01242	CDS	534				hypothetical protein
GCF_011405655.1_01243	CDS	555				hypothetical protein
GCF_011405655.1_01244	CDS	1674	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GCF_011405655.1_01245	CDS	714				hypothetical protein
GCF_011405655.1_01246	CDS	537	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
GCF_011405655.1_01247	CDS	597	pyrR			Bifunctional protein PyrR
GCF_011405655.1_01248	CDS	945	pyrB	2.1.3.2		Aspartate carbamoyltransferase
GCF_011405655.1_01249	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
GCF_011405655.1_01250	CDS	1002	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
GCF_011405655.1_01251	CDS	999	feuB		COG0609	Iron-uptake system permease protein FeuB
GCF_011405655.1_01252	CDS	1005	yfhA		COG0609	putative siderophore transport system permease protein YfhA
GCF_011405655.1_01253	CDS	915	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
GCF_011405655.1_01254	CDS	426				hypothetical protein
GCF_011405655.1_01255	CDS	291				hypothetical protein
GCF_011405655.1_01256	CDS	1197				hypothetical protein
GCF_011405655.1_01257	CDS	183				hypothetical protein
GCF_011405655.1_01258	CDS	1617				hypothetical protein
GCF_011405655.1_01259	CDS	1788				hypothetical protein
GCF_011405655.1_01260	CDS	1353	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
GCF_011405655.1_01261	CDS	3216	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
GCF_011405655.1_01262	CDS	795	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
GCF_011405655.1_01263	CDS	933	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
GCF_011405655.1_01264	CDS	729	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
GCF_011405655.1_01265	CDS	312				hypothetical protein
GCF_011405655.1_01266	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
GCF_011405655.1_01267	CDS	261	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GCF_011405655.1_01268	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
GCF_011405655.1_01269	CDS	783				hypothetical protein
GCF_011405655.1_01270	CDS	2361	comEC		COG0658	ComE operon protein 3
GCF_011405655.1_01271	CDS	987	yqeN		COG1466	putative protein YqeN
GCF_011405655.1_01272	CDS	1128	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
GCF_011405655.1_01273	CDS	525				hypothetical protein
GCF_011405655.1_01274	CDS	1977	lepA	3.6.5.-		Elongation factor 4
GCF_011405655.1_01275	CDS	648	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
GCF_011405655.1_01276	CDS	183				hypothetical protein
GCF_011405655.1_01277	CDS	972	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
GCF_011405655.1_01278	CDS	1173	hemW_1		COG0635	Heme chaperone HemW
GCF_011405655.1_01279	CDS	1011	hrcA		COG1420	Heat-inducible transcription repressor HrcA
GCF_011405655.1_01280	CDS	1149	dnaJ_4		COG0484	Chaperone protein DnaJ
GCF_011405655.1_01281	CDS	822	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GCF_011405655.1_01282	CDS	1239	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
GCF_011405655.1_01283	CDS	960			COG1702	PhoH-like protein
GCF_011405655.1_01284	CDS	489	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
GCF_011405655.1_01285	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
GCF_011405655.1_01286	CDS	954	era			GTPase Era
GCF_011405655.1_01287	CDS	2268				hypothetical protein
GCF_011405655.1_01288	CDS	768	recO			DNA repair protein RecO
GCF_011405655.1_01289	CDS	288	rpsO		COG0184	30S ribosomal protein S15
GCF_011405655.1_01290	CDS	2241	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
GCF_011405655.1_01291	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
GCF_011405655.1_01292	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GCF_011405655.1_01293	CDS	1878	rnjA	3.1.-.-	COG0595	Ribonuclease J1
GCF_011405655.1_01294	CDS	2577				hypothetical protein
GCF_011405655.1_01295	CDS	1164				hypothetical protein
GCF_011405655.1_01296	CDS	498				hypothetical protein
GCF_011405655.1_01297	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
GCF_011405655.1_01298	CDS	1179	cinA			Putative competence-damage inducible protein
GCF_011405655.1_01299	CDS	1056	recA		COG0468	Protein RecA
GCF_011405655.1_01300	CDS	708	recX			Regulatory protein RecX
GCF_011405655.1_01301	CDS	1572	rny	3.1.-.-	COG1418	Ribonuclease Y
GCF_011405655.1_01302	CDS	1086	mutL			DNA mismatch repair protein MutL
GCF_011405655.1_01303	CDS	333				hypothetical protein
GCF_011405655.1_01304	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GCF_011405655.1_01305	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GCF_011405655.1_01306	CDS	924	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GCF_011405655.1_01307	CDS	1323	hflX		COG2262	GTPase HflX
GCF_011405655.1_01308	CDS	639	lexA_1	3.4.21.88	COG1974	LexA repressor
GCF_011405655.1_01309	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
GCF_011405655.1_01310	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
GCF_011405655.1_01311	CDS	510				hypothetical protein
GCF_011405655.1_01312	CDS	573				hypothetical protein
GCF_011405655.1_01313	CDS	261				hypothetical protein
GCF_011405655.1_01314	CDS	618				hypothetical protein
GCF_011405655.1_01315	CDS	273				hypothetical protein
GCF_011405655.1_01316	CDS	927				hypothetical protein
GCF_011405655.1_01317	CDS	1314				hypothetical protein
GCF_011405655.1_01318	CDS	813				hypothetical protein
GCF_011405655.1_01319	CDS	183				hypothetical protein
GCF_011405655.1_01320	CDS	204				hypothetical protein
GCF_011405655.1_01321	CDS	159				hypothetical protein
GCF_011405655.1_01322	CDS	165				hypothetical protein
GCF_011405655.1_01323	CDS	210				hypothetical protein
GCF_011405655.1_01324	CDS	381				hypothetical protein
GCF_011405655.1_01325	CDS	210				hypothetical protein
GCF_011405655.1_01326	CDS	297				hypothetical protein
GCF_011405655.1_01327	CDS	246				hypothetical protein
GCF_011405655.1_01328	CDS	600				hypothetical protein
GCF_011405655.1_01329	CDS	930	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
GCF_011405655.1_01330	CDS	954	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
GCF_011405655.1_01331	CDS	1386		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCF_011405655.1_01332	CDS	444				hypothetical protein
GCF_011405655.1_01333	CDS	594				hypothetical protein
GCF_011405655.1_01334	CDS	1725				hypothetical protein
GCF_011405655.1_01335	CDS	444				hypothetical protein
GCF_011405655.1_01336	CDS	1515				hypothetical protein
GCF_011405655.1_01337	CDS	432				hypothetical protein
GCF_011405655.1_01338	CDS	1308	paaK_2	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCF_011405655.1_01339	CDS	2355				hypothetical protein
GCF_011405655.1_01340	CDS	687	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
GCF_011405655.1_01341	CDS	366	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCF_011405655.1_01342	CDS	1089	hycE		COG3261	Formate hydrogenlyase subunit 5
GCF_011405655.1_01343	CDS	567				hypothetical protein
GCF_011405655.1_01344	CDS	444	hycG		COG3260	Formate hydrogenlyase subunit 7
GCF_011405655.1_01345	CDS	870	hycD		COG0650	Formate hydrogenlyase subunit 4
GCF_011405655.1_01346	CDS	1935	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
GCF_011405655.1_01347	CDS	1278	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GCF_011405655.1_01348	CDS	441				hypothetical protein
GCF_011405655.1_01349	tRNA	77				tRNA-Pro(ggg)
GCF_011405655.1_01350	CDS	1623		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_01351	CDS	957				hypothetical protein
GCF_011405655.1_01352	CDS	1326	hemW_2		COG0635	Heme chaperone HemW
GCF_011405655.1_01353	CDS	297		1.3.99.4		3-oxosteroid 1-dehydrogenase
GCF_011405655.1_01354	CDS	1419				hypothetical protein
GCF_011405655.1_01355	CDS	1884	urdA_5	1.3.99.33	COG0431	Urocanate reductase
GCF_011405655.1_01356	CDS	1176	hemH	4.99.1.1		Ferrochelatase
GCF_011405655.1_01357	CDS	1068	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GCF_011405655.1_01358	CDS	522	lspA	3.4.23.36		Lipoprotein signal peptidase
GCF_011405655.1_01359	CDS	2865	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GCF_011405655.1_01360	CDS	873			COG1307	DegV domain-containing protein
GCF_011405655.1_01361	CDS	1344	dinB_2	2.7.7.7		DNA polymerase IV
GCF_011405655.1_01362	CDS	828	coaX_2	2.7.1.33	COG1521	Type III pantothenate kinase
GCF_011405655.1_01363	CDS	1020				hypothetical protein
GCF_011405655.1_01364	CDS	1230	rfbD	5.4.99.9		UDP-galactopyranose mutase
GCF_011405655.1_01365	CDS	1011	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
GCF_011405655.1_01366	CDS	360	malT_2			HTH-type transcriptional regulator MalT
GCF_011405655.1_01367	CDS	1137				hypothetical protein
GCF_011405655.1_01368	CDS	1959				hypothetical protein
GCF_011405655.1_01369	CDS	1224	ackA_2	2.7.2.1	COG0282	Acetate kinase
GCF_011405655.1_01370	CDS	267	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
GCF_011405655.1_01371	CDS	1452	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GCF_011405655.1_01372	CDS	666				hypothetical protein
GCF_011405655.1_01373	CDS	1149	rnd	3.1.13.5	COG0349	Ribonuclease D
GCF_011405655.1_01374	CDS	939	yegS	2.7.1.-		lipid kinase YegS
GCF_011405655.1_01375	CDS	1500	ydgI		COG0531	Putative arginine/ornithine antiporter
GCF_011405655.1_01376	CDS	426				hypothetical protein
GCF_011405655.1_01377	CDS	1821				hypothetical protein
GCF_011405655.1_01378	CDS	672	lexA_2	3.4.21.88		LexA repressor
GCF_011405655.1_01379	CDS	768				hypothetical protein
GCF_011405655.1_01380	CDS	567				hypothetical protein
GCF_011405655.1_01381	CDS	480				hypothetical protein
GCF_011405655.1_01382	CDS	555	xerC_2		COG4973	Tyrosine recombinase XerC
GCF_011405655.1_01383	tRNA	75				tRNA-Val(gac)
GCF_011405655.1_01384	CDS	465				hypothetical protein
GCF_011405655.1_01385	tRNA	76				tRNA-Gly(gcc)
GCF_011405655.1_01386	tRNA	74				tRNA-Cys(gca)
GCF_011405655.1_01387	tRNA	76				tRNA-Gly(gcc)
GCF_011405655.1_01388	CDS	909				hypothetical protein
GCF_011405655.1_01389	CDS	921				hypothetical protein
GCF_011405655.1_01390	CDS	900			COG0053	putative cation efflux system protein
GCF_011405655.1_01391	tRNA	89				tRNA-Leu(gag)
GCF_011405655.1_01392	CDS	255				hypothetical protein
GCF_011405655.1_01393	CDS	1581	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
GCF_011405655.1_01394	CDS	771	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GCF_011405655.1_01395	CDS	1188	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
GCF_011405655.1_01396	CDS	1005	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
GCF_011405655.1_01397	CDS	939	whiA		COG1481	putative cell division protein WhiA
GCF_011405655.1_01398	CDS	1158				Gluconeogenesis factor
GCF_011405655.1_01399	CDS	972				Nucleotide-binding protein
GCF_011405655.1_01400	CDS	2238	uvrC		COG0322	UvrABC system protein C
GCF_011405655.1_01401	CDS	1905				hypothetical protein
GCF_011405655.1_01402	CDS	927	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
GCF_011405655.1_01403	CDS	1017	truB	5.4.99.25		tRNA pseudouridine synthase B
GCF_011405655.1_01404	CDS	1008	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
GCF_011405655.1_01405	CDS	390	rbfA		COG0858	30S ribosome-binding factor
GCF_011405655.1_01406	CDS	2736	infB			Translation initiation factor IF-2
GCF_011405655.1_01407	CDS	291				hypothetical protein
GCF_011405655.1_01408	CDS	1206	nusA		COG0195	Transcription termination/antitermination protein NusA
GCF_011405655.1_01409	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
GCF_011405655.1_01410	CDS	930	hdfR_2			HTH-type transcriptional regulator HdfR
GCF_011405655.1_01411	CDS	1281				hypothetical protein
GCF_011405655.1_01412	CDS	495				IS200/IS605 family transposase ISStin10
GCF_011405655.1_01413	CDS	1161	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
GCF_011405655.1_01414	CDS	1311	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
GCF_011405655.1_01415	CDS	1872	urdA_6	1.3.99.33	COG0431	Urocanate reductase
GCF_011405655.1_01416	CDS	879	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
GCF_011405655.1_01417	CDS	1626	fadK_1	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
GCF_011405655.1_01418	CDS	1635	fadK_2	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
GCF_011405655.1_01419	CDS	1143		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
GCF_011405655.1_01420	CDS	813	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
GCF_011405655.1_01421	CDS	1014				hypothetical protein
GCF_011405655.1_01422	CDS	2109		1.18.-.-	COG0247	EtfAB:quinone oxidoreductase
GCF_011405655.1_01423	CDS	963	etfA		COG2025	Electron transfer flavoprotein subunit alpha
GCF_011405655.1_01424	CDS	768	fixA_2			Protein FixA
GCF_011405655.1_01425	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GCF_011405655.1_01426	CDS	765				hypothetical protein
GCF_011405655.1_01427	CDS	1182	caiA_3	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
GCF_011405655.1_01428	CDS	2082		1.16.1.-	COG0446	Metal reductase
GCF_011405655.1_01429	CDS	654				hypothetical protein
GCF_011405655.1_01430	CDS	1215	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GCF_011405655.1_01431	CDS	1704	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
GCF_011405655.1_01432	CDS	579				hypothetical protein
GCF_011405655.1_01433	CDS	1521	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
GCF_011405655.1_01434	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GCF_011405655.1_01435	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GCF_011405655.1_01436	CDS	255				hypothetical protein
GCF_011405655.1_01437	CDS	777		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
GCF_011405655.1_01438	CDS	306				hypothetical protein
GCF_011405655.1_01439	CDS	3720	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
GCF_011405655.1_01440	CDS	2700	rexB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
GCF_011405655.1_01441	CDS	318				hypothetical protein
GCF_011405655.1_01442	CDS	1017				hypothetical protein
GCF_011405655.1_01443	CDS	327				hypothetical protein
GCF_011405655.1_01444	CDS	249				hypothetical protein
GCF_011405655.1_01445	CDS	1545				hypothetical protein
GCF_011405655.1_01446	CDS	450				hypothetical protein
GCF_011405655.1_01447	CDS	1368	dinB_3	2.7.7.7		DNA polymerase IV
GCF_011405655.1_01448	CDS	693				hypothetical protein
GCF_011405655.1_01449	CDS	1332	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
GCF_011405655.1_01450	CDS	852				hypothetical protein
GCF_011405655.1_01451	CDS	2919	uvrA_1		COG0178	UvrABC system protein A
GCF_011405655.1_01452	CDS	1320				hypothetical protein
GCF_011405655.1_01453	CDS	99				hypothetical protein
GCF_011405655.1_01454	CDS	969	xerD_2		COG4974	Tyrosine recombinase XerD
GCF_011405655.1_01455	CDS	1365	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
GCF_011405655.1_01456	CDS	948				hypothetical protein
GCF_011405655.1_01457	CDS	1476	comM		COG0606	Competence protein ComM
GCF_011405655.1_01458	CDS	501				hypothetical protein
GCF_011405655.1_01459	CDS	792	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GCF_011405655.1_01460	CDS	348	rplS			50S ribosomal protein L19
GCF_011405655.1_01461	CDS	936			COG0330	putative protein
GCF_011405655.1_01462	CDS	1305	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GCF_011405655.1_01463	CDS	1587	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GCF_011405655.1_01464	CDS	684				hypothetical protein
GCF_011405655.1_01465	CDS	942	cysK_2	2.5.1.47		Cysteine synthase
GCF_011405655.1_01466	tRNA	77				tRNA-Asp(gtc)
GCF_011405655.1_01467	tRNA	77				tRNA-Asp(gtc)
GCF_011405655.1_01468	CDS	363			COG0537	putative HIT-like protein
