locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000478885.1_01086	CDS	1056	recA		COG0468	Protein RecA
GCF_000478885.1_01087	CDS	1179	cinA			Putative competence-damage inducible protein
GCF_000478885.1_01088	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
GCF_000478885.1_01089	CDS	498				hypothetical protein
GCF_000478885.1_01090	CDS	1164				hypothetical protein
GCF_000478885.1_01091	CDS	2577				hypothetical protein
GCF_000478885.1_01092	CDS	1878	rnjA	3.1.-.-	COG0595	Ribonuclease J1
GCF_000478885.1_01093	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GCF_000478885.1_01094	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
GCF_000478885.1_01095	CDS	2241	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
GCF_000478885.1_01096	CDS	288	rpsO		COG0184	30S ribosomal protein S15
GCF_000478885.1_01097	CDS	768	recO			DNA repair protein RecO
GCF_000478885.1_01098	CDS	2274				hypothetical protein
GCF_000478885.1_01099	CDS	954	era			GTPase Era
GCF_000478885.1_01100	CDS	426	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
GCF_000478885.1_01101	CDS	489	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
GCF_000478885.1_01102	CDS	969			COG1702	PhoH-like protein
GCF_000478885.1_01103	CDS	1281	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
GCF_000478885.1_01104	CDS	792	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GCF_000478885.1_01105	CDS	1149	dnaJ_3		COG0484	Chaperone protein DnaJ
GCF_000478885.1_01106	CDS	1011	hrcA		COG1420	Heat-inducible transcription repressor HrcA
GCF_000478885.1_01107	CDS	1131	hemW_2		COG0635	Heme chaperone HemW
GCF_000478885.1_01108	CDS	972	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
GCF_000478885.1_01109	CDS	186				hypothetical protein
GCF_000478885.1_01110	CDS	648	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
GCF_000478885.1_01111	CDS	1977	lepA	3.6.5.-		Elongation factor 4
GCF_000478885.1_01112	CDS	525				hypothetical protein
GCF_000478885.1_01113	CDS	1143	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
GCF_000478885.1_01114	CDS	987	yqeN		COG1466	putative protein YqeN
GCF_000478885.1_01115	CDS	2355	comEC		COG0658	ComE operon protein 3
GCF_000478885.1_01116	CDS	777				hypothetical protein
GCF_000478885.1_01117	CDS	1218	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
GCF_000478885.1_01118	CDS	261	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GCF_000478885.1_01119	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
GCF_000478885.1_01120	CDS	312				hypothetical protein
GCF_000478885.1_01121	CDS	729	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
GCF_000478885.1_01122	CDS	933	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
GCF_000478885.1_01123	CDS	795	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
GCF_000478885.1_01124	CDS	3216	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
GCF_000478885.1_01125	CDS	1353	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
GCF_000478885.1_01126	CDS	915	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
GCF_000478885.1_01127	CDS	1005	yfhA		COG0609	putative siderophore transport system permease protein YfhA
GCF_000478885.1_01128	CDS	999	feuB		COG0609	Iron-uptake system permease protein FeuB
GCF_000478885.1_01129	CDS	1002	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
GCF_000478885.1_01130	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
GCF_000478885.1_01131	CDS	945	pyrB	2.1.3.2		Aspartate carbamoyltransferase
GCF_000478885.1_01132	CDS	597	pyrR			Bifunctional protein PyrR
GCF_000478885.1_01133	CDS	537	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
GCF_000478885.1_01134	CDS	717				hypothetical protein
GCF_000478885.1_01135	CDS	1674	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GCF_000478885.1_01136	CDS	555				hypothetical protein
GCF_000478885.1_01137	CDS	534				hypothetical protein
GCF_000478885.1_01138	CDS	855				hypothetical protein
GCF_000478885.1_01139	CDS	1071	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
GCF_000478885.1_01140	CDS	207				hypothetical protein
GCF_000478885.1_01141	CDS	738				hypothetical protein
GCF_000478885.1_01142	CDS	1791	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GCF_000478885.1_01143	CDS	585				hypothetical protein
GCF_000478885.1_01144	CDS	2034	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
GCF_000478885.1_01145	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
GCF_000478885.1_01146	CDS	543	def_1	3.5.1.88		Peptide deformylase
GCF_000478885.1_01147	CDS	1866	dnaG	2.7.7.-		DNA primase
GCF_000478885.1_01148	CDS	1227				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
GCF_000478885.1_01149	CDS	570	rnhA	3.1.26.4	COG0328	Ribonuclease HI
GCF_000478885.1_01150	CDS	1455				hypothetical protein
GCF_000478885.1_01151	CDS	273	tatA_2			Sec-independent protein translocase protein TatA
GCF_000478885.1_01152	CDS	996	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GCF_000478885.1_01153	CDS	483	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
GCF_000478885.1_01154	CDS	2097	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
GCF_000478885.1_01155	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
GCF_000478885.1_01156	CDS	1020				hypothetical protein
GCF_000478885.1_01157	CDS	561	yrdA		COG0663	Protein YrdA
GCF_000478885.1_01158	CDS	831	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
GCF_000478885.1_01159	CDS	1110	prmC	2.1.1.297		Release factor glutamine methyltransferase
GCF_000478885.1_01160	CDS	1074	prfA		COG0216	Peptide chain release factor 1
GCF_000478885.1_01161	CDS	297				hypothetical protein
GCF_000478885.1_01162	CDS	852	torD_5			Chaperone protein TorD
GCF_000478885.1_01163	CDS	579	dmsB_8		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_000478885.1_01164	CDS	2781	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_000478885.1_01165	CDS	1536				hypothetical protein
GCF_000478885.1_01166	CDS	1389	kefB			Glutathione-regulated potassium-efflux system protein KefB
GCF_000478885.1_01167	CDS	309				Thioredoxin C-1
GCF_000478885.1_01168	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
GCF_000478885.1_01169	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
GCF_000478885.1_01170	CDS	327				hypothetical protein
GCF_000478885.1_01171	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
GCF_000478885.1_01172	CDS	504				hypothetical protein
GCF_000478885.1_01173	CDS	588				hypothetical protein
GCF_000478885.1_01174	CDS	2676	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GCF_000478885.1_01175	CDS	1398	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
GCF_000478885.1_01176	CDS	693	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
GCF_000478885.1_01177	CDS	1401	tig_1	5.2.1.8		Trigger factor
GCF_000478885.1_01178	CDS	537				hypothetical protein
GCF_000478885.1_01179	CDS	561				hypothetical protein
GCF_000478885.1_01180	CDS	1686				hypothetical protein
GCF_000478885.1_01181	CDS	1629	nfdA_2	3.5.1.91		N-substituted formamide deformylase
GCF_000478885.1_01182	CDS	1881				hypothetical protein
GCF_000478885.1_01183	CDS	1656				hypothetical protein
GCF_000478885.1_01184	CDS	1272	sstT		COG3633	Serine/threonine transporter SstT
GCF_000478885.1_01185	tRNA	86				tRNA-Leu(tag)
GCF_000478885.1_01186	CDS	753				hypothetical protein
GCF_000478885.1_01187	CDS	426				hypothetical protein
GCF_000478885.1_01188	CDS	126				hypothetical protein
GCF_000478885.1_01189	CDS	384				hypothetical protein
GCF_000478885.1_01190	CDS	651				hypothetical protein
GCF_000478885.1_01191	CDS	423				hypothetical protein
GCF_000478885.1_01192	CDS	570				hypothetical protein
GCF_000478885.1_01193	CDS	822				hypothetical protein
GCF_000478885.1_01194	CDS	1887				hypothetical protein
GCF_000478885.1_01195	CDS	858				hypothetical protein
GCF_000478885.1_01196	CDS	3015	smc_3			Chromosome partition protein Smc
GCF_000478885.1_01197	CDS	195				hypothetical protein
GCF_000478885.1_01198	CDS	369				hypothetical protein
GCF_000478885.1_01199	CDS	348				hypothetical protein
GCF_000478885.1_01200	CDS	600				hypothetical protein
GCF_000478885.1_01201	CDS	405				hypothetical protein
GCF_000478885.1_01202	CDS	360				hypothetical protein
GCF_000478885.1_01203	CDS	384				hypothetical protein
GCF_000478885.1_01204	CDS	354				hypothetical protein
GCF_000478885.1_01205	CDS	1248				hypothetical protein
GCF_000478885.1_01206	CDS	792	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
GCF_000478885.1_01207	CDS	1152				hypothetical protein
GCF_000478885.1_01208	CDS	1608				hypothetical protein
GCF_000478885.1_01209	CDS	459				hypothetical protein
GCF_000478885.1_01210	CDS	375				hypothetical protein
GCF_000478885.1_01211	CDS	444				hypothetical protein
GCF_000478885.1_01212	CDS	327				hypothetical protein
GCF_000478885.1_01213	CDS	222				hypothetical protein
GCF_000478885.1_01214	CDS	387				hypothetical protein
GCF_000478885.1_01215	CDS	198				hypothetical protein
GCF_000478885.1_01216	CDS	189				hypothetical protein
GCF_000478885.1_01217	CDS	621				hypothetical protein
GCF_000478885.1_01218	CDS	144				hypothetical protein
GCF_000478885.1_01219	CDS	237				hypothetical protein
GCF_000478885.1_01220	CDS	468				hypothetical protein
GCF_000478885.1_01221	CDS	237				hypothetical protein
GCF_000478885.1_01222	CDS	339				hypothetical protein
GCF_000478885.1_01223	CDS	2496				hypothetical protein
GCF_000478885.1_01224	CDS	225				hypothetical protein
GCF_000478885.1_01225	CDS	264				hypothetical protein
GCF_000478885.1_01226	CDS	1092	dnaN_1		COG0592	Beta sliding clamp
GCF_000478885.1_01227	CDS	363				hypothetical protein
GCF_000478885.1_01228	CDS	795				hypothetical protein
GCF_000478885.1_01229	CDS	876				hypothetical protein
GCF_000478885.1_01230	CDS	510				hypothetical protein
GCF_000478885.1_01231	CDS	324				hypothetical protein
GCF_000478885.1_01232	CDS	114				hypothetical protein
GCF_000478885.1_01233	CDS	210				hypothetical protein
GCF_000478885.1_01234	CDS	249				hypothetical protein
GCF_000478885.1_01235	CDS	198				hypothetical protein
GCF_000478885.1_01236	CDS	603				hypothetical protein
GCF_000478885.1_01237	CDS	381				hypothetical protein
GCF_000478885.1_01238	CDS	633				hypothetical protein
GCF_000478885.1_01239	tRNA	75				tRNA-Asn(gtt)
GCF_000478885.1_01240	CDS	2166	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
GCF_000478885.1_01241	CDS	1251	rpoD			RNA polymerase sigma factor RpoD
GCF_000478885.1_01242	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
GCF_000478885.1_01243	CDS	1809	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_01244	CDS	618	dmsB_9		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_000478885.1_01245	CDS	2628	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_000478885.1_01246	CDS	261				hypothetical protein
GCF_000478885.1_01247	CDS	1551				hypothetical protein
GCF_000478885.1_01248	CDS	1581	urdA_4	1.3.99.33	COG1053	Urocanate reductase
GCF_000478885.1_01249	CDS	2349	priA	3.6.4.-	COG1198	Primosomal protein N'
GCF_000478885.1_01250	CDS	486	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GCF_000478885.1_01251	CDS	927				hypothetical protein
GCF_000478885.1_01252	CDS	1392				hypothetical protein
GCF_000478885.1_01253	CDS	594				hypothetical protein
GCF_000478885.1_01254	CDS	1602				hypothetical protein
GCF_000478885.1_01255	CDS	1269	metK_2	2.5.1.6	COG0192	S-adenosylmethionine synthase
GCF_000478885.1_01256	CDS	417				hypothetical protein
GCF_000478885.1_01257	CDS	1290				hypothetical protein
GCF_000478885.1_01258	CDS	1623	gltX1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
GCF_000478885.1_01259	CDS	2346				hypothetical protein
GCF_000478885.1_01260	CDS	447				hypothetical protein
GCF_000478885.1_01261	CDS	1020	yicL		COG0697	putative inner membrane transporter YicL
GCF_000478885.1_01262	CDS	3876	mfd	3.6.4.-		Transcription-repair-coupling factor
GCF_000478885.1_01263	CDS	663	nth_1	4.2.99.18	COG0177	Endonuclease III
GCF_000478885.1_01264	CDS	501				hypothetical protein
GCF_000478885.1_01265	CDS	447				hypothetical protein
GCF_000478885.1_01266	CDS	2193				hypothetical protein
GCF_000478885.1_01267	CDS	2652				hypothetical protein
GCF_000478885.1_01268	CDS	687				hypothetical protein
GCF_000478885.1_01269	CDS	1674	hydB	1.12.2.1	COG0374	Periplasmic [NiFe] hydrogenase large subunit
GCF_000478885.1_01270	CDS	1278				hypothetical protein
GCF_000478885.1_01271	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
GCF_000478885.1_01272	CDS	933				hypothetical protein
GCF_000478885.1_01273	CDS	642	mntP		COG1971	putative manganese efflux pump MntP
GCF_000478885.1_01274	CDS	894	nth_2	4.2.99.18		Endonuclease III
GCF_000478885.1_01275	CDS	1431				hypothetical protein
GCF_000478885.1_01276	CDS	858				hypothetical protein
GCF_000478885.1_01277	CDS	1902			COG1132	putative ABC transporter ATP-binding protein
GCF_000478885.1_01278	CDS	1812			COG1132	putative ABC transporter ATP-binding protein
GCF_000478885.1_01279	CDS	330				hypothetical protein
GCF_000478885.1_01280	CDS	789				hypothetical protein
GCF_000478885.1_01281	tRNA	96				tRNA-Thr(ggt)
GCF_000478885.1_01282	CDS	237				hypothetical protein
GCF_000478885.1_01283	CDS	567				hypothetical protein
GCF_000478885.1_01284	CDS	762	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GCF_000478885.1_01285	CDS	1200	drdI	5.3.1.-		5-deoxyribose 1-phosphate isomerase
GCF_000478885.1_01286	CDS	2718	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
GCF_000478885.1_01287	CDS	1020				hypothetical protein
GCF_000478885.1_01288	CDS	912	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
GCF_000478885.1_01289	CDS	2088	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GCF_000478885.1_01290	CDS	1149				hypothetical protein
GCF_000478885.1_01291	CDS	615	lepB	3.4.21.89	COG0681	Signal peptidase I
GCF_000478885.1_01292	CDS	939	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
GCF_000478885.1_01293	CDS	525	rimM			Ribosome maturation factor RimM
GCF_000478885.1_01294	CDS	255				hypothetical protein
GCF_000478885.1_01295	CDS	246	rpsP		COG0228	30S ribosomal protein S16
GCF_000478885.1_01296	CDS	624	nikE	7.2.2.11	COG4608	Nickel import system ATP-binding protein NikE
GCF_000478885.1_01297	CDS	993	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_000478885.1_01298	CDS	876	oppC		COG1173	Oligopeptide transport system permease protein OppC
GCF_000478885.1_01299	CDS	984	dppB		COG0601	Dipeptide transport system permease protein DppB
GCF_000478885.1_01300	CDS	1671				hypothetical protein
GCF_000478885.1_01301	CDS	1416	ffh		COG0541	Signal recognition particle protein
GCF_000478885.1_01302	CDS	1491	ftsY			Signal recognition particle receptor FtsY
GCF_000478885.1_01303	CDS	1380				hypothetical protein
GCF_000478885.1_01304	CDS	327				hypothetical protein
GCF_000478885.1_01305	CDS	609	soeB_6		COG0437	Sulfite dehydrogenase subunit B
GCF_000478885.1_01306	CDS	2742	napA_4	1.9.6.1		Periplasmic nitrate reductase
GCF_000478885.1_01307	CDS	933				hypothetical protein
GCF_000478885.1_01308	CDS	441	fadR			Fatty acid metabolism regulator protein
GCF_000478885.1_01309	CDS	951				hypothetical protein
GCF_000478885.1_01310	CDS	2001	rnr	3.1.13.1	COG0557	Ribonuclease R
GCF_000478885.1_01311	CDS	1314				hypothetical protein
GCF_000478885.1_01312	CDS	915	ftsX		COG2177	Cell division protein FtsX
GCF_000478885.1_01313	CDS	891	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_000478885.1_01314	CDS	978	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
GCF_000478885.1_01315	CDS	834	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
GCF_000478885.1_01316	CDS	2097				hypothetical protein
GCF_000478885.1_01317	CDS	675				hypothetical protein
GCF_000478885.1_01318	CDS	282				hypothetical protein
GCF_000478885.1_01319	CDS	228				hypothetical protein
GCF_000478885.1_01320	CDS	1101	prfB			Peptide chain release factor 2
GCF_000478885.1_01321	CDS	2832	secA1_2		COG0653	Protein translocase subunit SecA 1
GCF_000478885.1_01322	CDS	621				hypothetical protein
GCF_000478885.1_01323	CDS	1113				hypothetical protein
GCF_000478885.1_01324	CDS	1035	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
GCF_000478885.1_01325	CDS	1491	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
GCF_000478885.1_01326	CDS	2610				hypothetical protein
GCF_000478885.1_01327	CDS	456	rsfS			Ribosomal silencing factor RsfS
GCF_000478885.1_01328	CDS	642				hypothetical protein
GCF_000478885.1_01329	CDS	669	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
GCF_000478885.1_01330	CDS	1290	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GCF_000478885.1_01331	CDS	1134	proB	2.7.2.11		Glutamate 5-kinase
GCF_000478885.1_01332	CDS	1398	obg	3.6.5.-		GTPase Obg
GCF_000478885.1_01333	CDS	261	rpmA		COG0211	50S ribosomal protein L27
GCF_000478885.1_01334	CDS	321	rplU		COG0261	50S ribosomal protein L21
GCF_000478885.1_01335	CDS	1599				hypothetical protein
GCF_000478885.1_01336	CDS	1224	arcA_5	3.5.3.6	COG2235	Arginine deiminase
GCF_000478885.1_01337	CDS	966				hypothetical protein
GCF_000478885.1_01338	CDS	2628	polA	2.7.7.7	COG0258	DNA polymerase I
GCF_000478885.1_01339	CDS	675				hypothetical protein
GCF_000478885.1_01340	CDS	1344	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
GCF_000478885.1_01341	CDS	483				hypothetical protein
GCF_000478885.1_01342	CDS	381	dfx	1.15.1.2	COG2033	Desulfoferrodoxin
GCF_000478885.1_01343	CDS	852	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GCF_000478885.1_01344	CDS	231				hypothetical protein
GCF_000478885.1_01345	CDS	291				hypothetical protein
GCF_000478885.1_01346	CDS	231	nfuA			Fe/S biogenesis protein NfuA
GCF_000478885.1_01347	CDS	1512				hypothetical protein
GCF_000478885.1_01348	CDS	1281	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
GCF_000478885.1_01349	CDS	861	tsf		COG0264	Elongation factor Ts
GCF_000478885.1_01350	CDS	819	rpsB		COG0052	30S ribosomal protein S2
GCF_000478885.1_01351	CDS	918				hypothetical protein
GCF_000478885.1_01352	CDS	2022				hypothetical protein
GCF_000478885.1_01353	CDS	1221				hypothetical protein
GCF_000478885.1_01354	CDS	2010	rho	3.6.4.-		Transcription termination factor Rho
GCF_000478885.1_01355	CDS	687	tal	2.2.1.2	COG0176	putative transaldolase
GCF_000478885.1_01356	CDS	885	cmpR_1			HTH-type transcriptional activator CmpR
GCF_000478885.1_01357	CDS	960				hypothetical protein
GCF_000478885.1_01358	CDS	324	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GCF_000478885.1_01359	CDS	294				hypothetical protein
GCF_000478885.1_01360	CDS	348				hypothetical protein
GCF_000478885.1_01361	CDS	282	higA1		COG1396	Antitoxin HigA1
GCF_000478885.1_01362	CDS	1182				hypothetical protein
GCF_000478885.1_01363	CDS	765	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GCF_000478885.1_01364	CDS	792	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GCF_000478885.1_01365	CDS	705	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GCF_000478885.1_01366	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
GCF_000478885.1_01367	CDS	1095	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GCF_000478885.1_01368	CDS	1362	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GCF_000478885.1_01369	CDS	1722	hisZ			ATP phosphoribosyltransferase regulatory subunit
GCF_000478885.1_01370	CDS	852	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
GCF_000478885.1_01371	CDS	732	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
GCF_000478885.1_01372	CDS	384	adhR		COG0789	HTH-type transcriptional regulator AdhR
GCF_000478885.1_01373	CDS	627	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GCF_000478885.1_01374	CDS	876	murI	5.1.1.3		Glutamate racemase
GCF_000478885.1_01375	CDS	1695				hypothetical protein
GCF_000478885.1_01376	tmRNA	404	ssrA			transfer-messenger RNA, SsrA
GCF_000478885.1_01377	tmRNA	379	ssrA			transfer-messenger RNA, SsrA
GCF_000478885.1_01378	CDS	954	cbh	3.5.1.24		Choloylglycine hydrolase
GCF_000478885.1_01379	CDS	633				hypothetical protein
GCF_000478885.1_01380	CDS	468	smpB		COG0691	SsrA-binding protein
GCF_000478885.1_01381	CDS	1164	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
GCF_000478885.1_01382	CDS	297				hypothetical protein
GCF_000478885.1_01383	tRNA	75				tRNA-Thr(tgt)
GCF_000478885.1_01384	CDS	684	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GCF_000478885.1_01385	CDS	1518				hypothetical protein
GCF_000478885.1_01386	CDS	948				hypothetical protein
GCF_000478885.1_01387	CDS	903			COG1307	DegV domain-containing protein
GCF_000478885.1_01388	CDS	846				hypothetical protein
GCF_000478885.1_01389	CDS	1005				hypothetical protein
GCF_000478885.1_01390	CDS	927			COG1307	DegV domain-containing protein
GCF_000478885.1_01391	CDS	1455	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
GCF_000478885.1_01392	CDS	1566				hypothetical protein
GCF_000478885.1_01393	CDS	1158				hypothetical protein
GCF_000478885.1_01394	CDS	747	tmk	2.7.4.9	COG0125	Thymidylate kinase
GCF_000478885.1_01395	CDS	1170		1.1.1.38		NAD-dependent malic enzyme
GCF_000478885.1_01396	CDS	942				hypothetical protein
GCF_000478885.1_01397	CDS	552	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
GCF_000478885.1_01398	CDS	2520	topA	5.6.2.1	COG0550	DNA topoisomerase 1
GCF_000478885.1_01399	CDS	495				hypothetical protein
GCF_000478885.1_01400	CDS	984				hypothetical protein
GCF_000478885.1_01401	CDS	648				hypothetical protein
GCF_000478885.1_01402	CDS	216				hypothetical protein
GCF_000478885.1_01403	CDS	1116				hypothetical protein
GCF_000478885.1_01404	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
GCF_000478885.1_01405	CDS	1011				hypothetical protein
GCF_000478885.1_01406	CDS	1020				hypothetical protein
GCF_000478885.1_01407	CDS	732	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GCF_000478885.1_01408	CDS	1374				hypothetical protein
GCF_000478885.1_01409	CDS	693	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
GCF_000478885.1_01410	CDS	897	cmoM	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
GCF_000478885.1_01411	CDS	204	cspLA		COG1278	Cold shock-like protein CspLA
GCF_000478885.1_01412	CDS	414				hypothetical protein
GCF_000478885.1_01413	CDS	1089	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GCF_000478885.1_01414	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GCF_000478885.1_01415	CDS	519	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
GCF_000478885.1_01416	CDS	801	fabG2	1.-.-.-		putative oxidoreductase
GCF_000478885.1_01417	CDS	801	yebC		COG0217	putative transcriptional regulatory protein YebC
GCF_000478885.1_01418	CDS	1443				hypothetical protein
GCF_000478885.1_01419	CDS	1803				hypothetical protein
GCF_000478885.1_01420	CDS	501	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
GCF_000478885.1_01421	CDS	1002	moaA	4.1.99.22		GTP 3',8-cyclase
GCF_000478885.1_01422	CDS	1566				hypothetical protein
GCF_000478885.1_01423	CDS	738				hypothetical protein
GCF_000478885.1_01424	CDS	738	torD_6			Chaperone protein TorD
GCF_000478885.1_01425	CDS	612	soeB_7		COG0437	Sulfite dehydrogenase subunit B
GCF_000478885.1_01426	CDS	2889	napA_5	1.9.6.1		Periplasmic nitrate reductase
GCF_000478885.1_01427	CDS	696				hypothetical protein
GCF_000478885.1_01428	CDS	1107	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_000478885.1_01429	CDS	1566				hypothetical protein
GCF_000478885.1_01430	CDS	924	modA		COG0725	Molybdate-binding protein ModA
GCF_000478885.1_01431	CDS	897				hypothetical protein
GCF_000478885.1_01432	rRNA	93				5S ribosomal RNA (partial)
GCF_000478885.1_01433	rRNA	2959				23S ribosomal RNA
GCF_000478885.1_01434	rRNA	1504				16S ribosomal RNA
GCF_000478885.1_01435	CDS	1527	cca	2.7.7.72		CCA-adding enzyme
GCF_000478885.1_01436	CDS	750	yfcA		COG0730	putative membrane transporter protein YfcA
GCF_000478885.1_01437	tRNA	77				tRNA-Glu(ctc)
GCF_000478885.1_01438	tRNA	77				tRNA-Glu(ctc)
GCF_000478885.1_01439	tRNA	74				tRNA-Gln(ctg)
GCF_000478885.1_01440	CDS	699				hypothetical protein
GCF_000478885.1_01441	CDS	387				hypothetical protein
GCF_000478885.1_01442	CDS	1692	ifcA_8	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_01443	CDS	858	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
